BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT
2358.78,0.65,2237.64,4342.43,75.58,4062.81,0.1,0.32,0.02,0.2,10,85,4341.16,2669.3,2418.4,0.51,9,Cash Advance User
2479.1,0.14,5574.12,9038.04,2561.5,6135.77,0.67,0.63,0.75,0.46,16,33,1225.56,4748.53,1880.75,0.41,9,Cash Advance User
3661.19,0.93,8894.92,9954.65,5518.52,5539.96,0.3,0.56,0.47,0.26,6,53,9107.07,12782.82,4782.62,0.15,11,High Spender
438.86,0.99,5939.82,3617.52,750.88,6205.98,0.56,0.53,0.9,0.06,4,51,9158.97,5457.63,1746.08,0.57,9,Cash Advance User
3340.9,0.43,9196.07,1539.91,6148.88,6508.74,0.07,0.77,0.5,0.21,8,11,19479.81,5833.79,1946.29,0.05,12,High Spender
4479.06,0.59,3569.17,3144.52,6719.92,2445.94,0.89,0.23,0.01,0.93,22,54,3655.32,13496.21,4239.39,0.24,9,Moderate User
288.94,0.78,6951.38,3272.42,9696.98,2912.24,0.3,0.68,0.41,0.51,29,68,4544.52,5113.37,49.08,0.77,10,Moderate User
703.27,0.74,6486.65,6445.09,8995.37,6525.94,0.78,0.61,0.17,0.98,15,45,19114.41,9723.16,3906.7,0.29,8,Cash Advance User
3583.16,0.97,6704.34,4961.57,5667.91,309.14,0.83,0.34,0.92,0.23,0,32,2761.05,14173.41,1169.37,0.94,8,Moderate User
2186.41,0.11,6450.42,7684.6,7933.65,4115.64,0.99,0.22,0.45,0.29,17,85,16521.25,14973.53,2933.15,0.84,11,Cash Advance User
2017.74,0.58,2216.55,7013.03,3636.41,7363.24,0.74,0.56,0.51,0.64,5,27,16749.67,8050.91,1304.39,0.38,11,Cash Advance User
684.83,0.69,1435.91,2513.09,5857.12,7080.03,0.44,0.95,0.37,0.36,15,10,5184.74,9149.21,4360.33,0.9,7,Cash Advance User
2533.85,0.89,9786.28,7842.56,4033.54,6434.43,0.15,0.08,0.52,0.36,1,54,7873.25,6517.3,4623.19,0.17,10,High Spender
632.73,0.87,452.95,8474.62,3370.42,172.39,0.05,0.95,0.08,0.84,13,36,18324.68,11248.42,914.37,0.2,12,Low Usage
2383.1,0.98,4677.36,5983.9,7276.39,7101.5,0.89,0.46,0.46,0.03,3,22,13107.06,10791.35,4416.42,0.84,11,Cash Advance User
3818.08,0.51,4250.8,9276.68,2966.71,7293.31,0.45,0.71,0.66,0.67,14,99,16968.1,5708.08,670.1,0.82,10,Cash Advance User
1291.32,0.83,3600.19,7829.48,3805.52,5309.36,0.75,0.8,0.37,0.88,16,74,16588.86,842.27,2197.3,0.75,12,Cash Advance User
2403.93,0.43,7819.84,5953.96,3671.72,2391.31,0.5,0.15,0.39,0.17,23,38,10800.91,9392.08,91.16,0.79,9,Moderate User
4960.08,0.42,7453.5,9061.66,8704.03,3919.42,0.88,0.04,0.84,0.4,24,86,2218.0,506.47,1962.63,0.56,8,Moderate User
3433.25,0.25,9052.25,6003.58,1704.04,6100.96,0.75,0.13,0.54,0.81,8,76,11243.82,9577.0,409.46,0.08,8,High Spender
4206.78,0.82,3954.88,5211.91,3814.76,6504.23,0.09,0.34,0.59,0.54,13,86,1526.06,12214.66,3289.16,0.89,11,Cash Advance User
2074.24,0.99,5641.8,3562.58,8878.7,2746.75,0.75,0.96,0.3,0.36,12,56,7209.29,8646.9,3365.87,0.13,10,Moderate User
3839.3,0.26,8923.07,8828.63,153.04,2608.54,0.27,0.04,0.48,0.63,23,77,3423.39,4995.21,587.65,0.17,12,High Spender
202.55,0.06,9938.48,1227.27,9478.67,5889.45,0.77,0.92,0.05,0.32,10,96,8989.26,7552.5,4006.31,0.79,11,High Spender
614.56,0.82,9692.94,4735.03,8989.0,5490.85,0.95,0.56,0.43,0.63,28,16,2764.48,5386.22,1100.1,0.05,6,High Spender
1015.35,0.62,7178.44,5374.13,4178.48,4105.58,0.93,0.1,0.8,0.15,24,14,8632.36,1662.64,1499.44,0.49,12,Cash Advance User
2009.76,0.96,1432.28,5547.49,6530.25,3362.08,0.13,0.15,0.16,0.23,3,70,1642.19,4759.32,560.19,0.27,10,Moderate User
4228.72,0.25,231.86,6518.9,9910.67,5257.28,0.05,0.69,0.76,0.01,2,37,7032.16,7310.6,4176.98,0.34,9,Cash Advance User
1731.33,0.07,8252.18,5057.96,5549.48,259.47,0.78,0.61,0.37,0.18,5,93,8555.87,5134.22,2490.04,0.39,9,High Spender
3273.11,0.49,8409.42,2568.18,968.99,605.52,0.71,0.17,0.03,0.13,18,27,5083.94,343.96,4273.25,0.17,9,High Spender
3546.57,0.09,7463.61,8569.44,8536.41,4584.69,0.18,0.9,0.95,0.6,16,85,19230.5,1386.07,2126.29,0.81,6,Cash Advance User
2930.91,0.26,2799.23,6575.25,1341.52,1682.23,0.68,0.13,0.18,0.94,27,66,6522.06,1843.18,1959.22,0.29,7,One-off Purchaser
1786.21,0.13,6398.18,8581.88,2572.72,6198.27,0.02,0.51,0.33,0.22,15,64,12588.85,6223.45,2296.27,0.41,11,Cash Advance User
2885.27,0.22,3162.48,2760.43,8735.15,6178.91,0.63,0.53,0.48,0.13,4,2,6302.86,522.71,2429.55,0.08,6,Cash Advance User
1711.33,0.11,4506.48,6370.57,2560.29,5679.7,0.83,0.87,0.95,0.54,9,99,16119.21,7178.43,1919.26,0.1,9,Cash Advance User
419.37,0.95,3824.35,7141.74,7450.86,7228.82,0.64,0.02,0.58,0.18,28,95,14019.45,930.14,2310.02,0.6,8,Cash Advance User
4964.02,0.28,9136.4,3834.05,4476.74,1126.68,0.07,0.14,0.91,0.54,26,77,15955.17,13674.95,2401.85,0.42,12,High Spender
635.91,0.44,2341.57,8122.44,7597.49,2073.92,0.99,0.17,0.56,0.5,3,98,4100.43,14905.08,4953.85,0.49,12,Moderate User
361.74,0.9,5776.11,25.09,2323.52,2018.39,0.36,0.06,0.21,0.02,24,21,7671.76,5698.47,3153.38,0.6,10,Moderate User
4392.65,0.68,3609.82,5949.2,4195.66,6259.11,0.38,0.63,0.56,0.96,20,21,4844.76,11727.31,4278.94,0.85,11,Cash Advance User
1509.17,0.62,6630.71,6135.68,3181.61,4170.76,0.08,0.23,0.1,0.2,15,91,14398.17,13425.42,2442.44,0.24,12,Cash Advance User
3251.48,0.71,5645.63,5338.43,2490.44,2021.41,0.17,0.58,0.12,0.89,10,4,13902.31,12682.07,2929.89,0.04,9,Moderate User
1645.03,0.83,9239.78,6300.48,3144.3,1091.42,0.27,0.78,0.12,0.38,1,84,19529.52,8360.23,169.03,0.5,11,High Spender
1957.27,0.88,1016.12,1672.27,3229.92,7144.13,0.8,0.41,0.01,0.16,16,68,18143.08,6797.54,1430.15,0.57,8,Cash Advance User
1310.56,0.64,2206.41,6847.81,9553.78,5537.03,0.69,0.77,0.15,0.11,14,48,18798.72,4872.36,4007.63,0.04,6,Cash Advance User
1715.22,0.89,7663.48,3357.89,5332.3,4228.2,0.58,0.78,0.35,0.51,8,4,12009.96,1305.35,1688.0,0.13,6,Cash Advance User
2053.5,0.54,3687.87,4520.54,4620.52,7723.77,0.86,0.26,0.07,0.36,1,86,3822.64,14556.16,3623.72,0.88,8,Cash Advance User
3602.08,0.28,1657.84,3331.09,5033.19,6796.73,1.0,0.02,0.01,0.92,6,66,18731.2,909.48,144.92,0.01,12,Cash Advance User
2557.68,0.88,5033.21,4739.36,9961.31,1424.97,0.38,0.1,0.11,0.2,12,2,17591.01,2809.05,2789.02,0.8,9,Moderate User
4717.83,0.54,6521.42,6215.69,6535.89,4065.04,0.39,0.82,0.94,0.72,5,8,8860.76,7610.78,4942.5,0.7,11,Cash Advance User
209.4,0.91,448.27,8383.43,7034.87,3888.63,0.74,0.41,0.53,0.19,26,8,11507.51,1253.91,3570.28,0.95,6,Moderate User
2515.34,0.04,2916.22,4834.35,3136.22,6754.29,0.64,0.84,0.44,0.87,20,25,2872.27,10577.88,3497.33,0.23,6,Cash Advance User
2921.12,0.4,8094.23,3232.24,4715.38,1192.7,0.01,0.55,0.49,0.51,1,10,8033.7,181.99,2412.52,0.22,8,High Spender
4600.98,0.95,5202.45,4879.42,1840.65,3614.29,0.66,0.2,0.55,0.83,27,57,16271.73,12753.53,1412.23,0.53,7,Moderate User
245.79,0.25,353.79,6888.04,6851.89,5092.32,0.72,0.71,0.11,0.44,7,40,19560.74,13802.97,2068.66,0.48,7,Cash Advance User
2867.5,0.94,2819.51,3467.01,3444.95,7562.04,0.99,0.56,0.58,0.18,21,31,10211.03,10180.8,2574.0,0.66,10,Cash Advance User
4268.15,0.95,6391.41,4142.82,7482.88,7194.12,0.59,0.35,0.83,0.54,7,18,6386.53,9524.36,3571.99,0.69,9,Cash Advance User
1209.64,0.88,1993.59,5628.4,2131.61,4270.78,0.68,0.09,0.56,0.27,19,92,15713.83,8871.25,816.62,0.06,11,Cash Advance User
4381.46,0.56,8273.91,2940.09,4035.03,4853.77,0.79,0.1,0.88,0.18,25,85,17236.65,1093.17,1846.72,0.59,6,High Spender
95.22,0.65,6765.76,2090.85,4711.84,6819.21,0.1,0.19,0.14,0.9,5,54,13085.07,5081.7,4284.08,0.68,6,Cash Advance User
3662.27,0.87,4713.79,1403.92,1665.25,5955.11,0.73,0.67,0.83,0.55,8,70,10169.28,9475.79,46.61,0.41,8,Cash Advance User
4665.57,0.78,9156.24,3526.1,695.91,7034.68,0.55,0.73,0.66,0.8,18,92,17976.12,3166.38,4105.62,0.89,6,High Spender
3285.99,0.63,3918.01,483.43,3170.68,7167.44,0.1,0.63,0.6,0.78,10,13,13847.36,67.89,269.85,0.46,10,Cash Advance User
2195.15,0.98,2350.73,5834.83,5448.92,6660.69,0.67,0.34,0.59,0.0,24,16,1018.69,7960.55,3879.56,0.77,8,Cash Advance User
224.41,0.69,6614.03,1759.09,6526.79,75.03,0.23,0.44,0.12,0.89,29,11,19466.11,5312.82,4949.63,0.1,7,Installment User
4600.57,0.98,5732.95,3773.95,4252.71,2487.47,0.54,0.71,0.64,0.77,21,56,14559.33,3480.27,3732.33,0.94,9,Moderate User
2351.48,0.06,3352.48,2692.23,5002.78,3228.14,0.28,0.66,0.4,0.27,27,90,10169.96,12113.03,2671.13,0.48,10,Moderate User
144.98,0.14,3436.65,6303.9,5431.93,5423.32,0.1,0.77,0.06,0.23,16,8,1290.07,10536.46,657.63,0.19,12,Cash Advance User
3449.11,0.45,3982.1,8503.46,5119.11,2454.89,0.25,0.24,0.21,0.06,3,12,1863.03,9715.78,287.58,0.11,6,Moderate User
2409.19,0.38,2911.39,6333.01,903.29,2588.47,0.44,0.0,0.44,0.09,20,66,19392.01,14537.26,2016.84,0.5,9,One-off Purchaser
621.73,0.78,7102.41,5425.05,4050.01,3201.62,0.49,0.27,0.99,0.19,1,79,16126.92,9818.96,2058.9,0.19,12,Moderate User
1071.36,0.16,6513.58,6690.84,2043.31,7642.67,0.15,0.35,0.43,0.0,6,32,2840.78,10948.44,1174.03,0.24,11,Cash Advance User
322.45,0.98,4407.78,299.91,5337.36,3497.26,0.32,0.96,0.15,0.32,19,68,15212.83,3868.23,2001.45,0.05,8,Installment User
2871.47,0.32,3978.55,1228.45,7580.76,1125.38,0.86,0.22,0.9,0.92,24,86,4281.96,11444.48,1447.4,0.92,12,Installment User
3110.15,0.43,3650.51,949.27,5794.86,50.85,0.91,0.83,0.04,0.56,9,38,8373.41,8196.57,280.76,0.4,12,Installment User
2528.71,0.27,2834.68,981.97,2218.22,1892.9,0.54,0.62,0.13,0.58,3,34,10617.13,8492.21,2241.0,0.8,10,Moderate User
4085.51,0.58,856.97,2604.84,2077.57,7510.49,0.49,0.17,0.47,0.24,24,14,18177.5,2098.94,2420.32,0.8,11,Cash Advance User
4305.04,0.06,2682.05,5320.52,369.98,7639.94,0.58,0.4,0.09,0.23,20,36,1988.71,11026.86,3503.66,0.75,7,One-off Purchaser
3078.12,0.15,3212.01,1146.82,4263.81,4232.01,0.21,0.51,0.57,0.37,5,15,3552.91,9994.88,2752.69,0.81,7,Cash Advance User
63.78,0.75,5476.84,9351.16,4328.62,5170.91,0.99,0.34,0.16,0.26,8,47,15667.69,2256.23,4517.13,0.02,11,Cash Advance User
3476.15,0.19,7737.89,8542.57,2364.36,6367.34,0.75,0.23,0.65,0.86,12,4,19926.08,2693.11,1755.51,0.71,12,Cash Advance User
2090.0,0.24,3957.02,9716.44,7642.58,447.1,0.24,0.25,0.12,0.18,25,15,15749.96,12949.46,1109.64,0.79,8,Moderate User
2827.79,0.79,9447.57,425.0,3864.87,2994.46,0.27,0.59,0.81,0.67,22,48,15775.39,9280.51,340.47,0.38,8,High Spender
3245.4,0.09,8273.5,8514.02,6694.01,5137.98,0.65,0.69,0.73,0.49,12,3,11070.2,2285.55,1934.09,0.52,6,High Spender
1751.18,0.44,9848.02,8037.34,6400.7,7186.03,0.32,0.47,0.93,0.68,3,8,7544.39,3235.17,258.1,0.82,6,High Spender
4585.49,0.02,8762.03,9021.06,6047.4,5814.64,0.36,0.94,0.07,0.83,28,12,3687.73,7028.79,2413.35,0.92,8,High Spender
669.87,0.35,6167.26,5279.44,9080.66,2800.49,0.78,0.73,0.56,0.34,8,86,4462.48,13518.21,4471.48,0.42,9,Moderate User
3357.56,0.7,5984.79,7878.89,158.9,7279.86,0.27,0.89,0.71,0.54,19,67,9424.22,7571.46,2685.32,0.33,8,One-off Purchaser
21.8,0.09,1295.26,512.87,680.37,5316.96,0.71,0.48,0.9,0.5,20,87,19308.48,2714.87,3279.23,0.19,12,Cash Advance User
4623.26,0.89,7223.99,758.78,7221.41,6641.88,0.93,0.01,0.48,0.37,8,46,12537.0,12717.76,4399.24,0.23,8,Installment User
562.52,0.91,6002.07,1185.32,3535.26,3084.06,0.12,0.59,0.95,0.81,7,49,17457.93,6260.75,672.09,0.32,7,Moderate User
474.42,0.1,5069.32,9147.89,9865.22,17.27,0.14,0.82,0.12,0.01,25,92,5643.71,10424.62,2755.78,0.03,9,Moderate User
1665.04,0.99,6932.87,611.69,2164.13,1329.35,0.94,0.54,0.43,0.31,5,94,8462.0,2017.2,1802.23,0.83,12,Moderate User
1867.83,0.3,4440.48,1001.5,1834.19,7417.42,0.2,0.57,0.25,0.83,26,74,14896.29,11480.17,2928.56,0.87,7,Cash Advance User
1071.5,0.08,5238.6,9304.1,5882.22,264.99,0.02,0.97,0.16,0.87,21,1,2299.08,13776.32,647.97,0.11,9,Moderate User
2925.61,0.01,3983.52,1073.93,2794.25,4768.31,0.87,0.37,0.29,0.69,22,94,6235.86,12345.14,1797.1,0.82,12,Cash Advance User
2214.57,0.41,7173.71,8697.56,3404.93,3273.02,0.28,0.8,0.66,0.34,13,51,11724.06,461.06,3526.22,0.62,11,Moderate User
170.88,0.63,8766.11,7892.71,9210.24,3436.63,0.3,0.51,0.48,0.82,16,76,14291.98,8810.64,2860.58,0.29,11,High Spender
1598.26,0.33,8408.45,402.82,262.43,3206.55,0.23,0.46,0.18,0.08,19,94,9280.79,8667.29,3715.55,0.18,12,High Spender
4052.16,0.84,7860.25,218.47,5312.59,539.41,0.92,0.15,0.03,0.27,29,23,17464.36,12241.5,2237.38,0.85,8,Installment User
3448.51,0.72,137.88,5343.88,3348.99,978.64,0.77,0.75,0.92,0.09,7,10,12103.5,14916.7,846.43,0.85,10,Low Usage
3624.35,0.35,9118.8,9971.75,3459.92,503.51,0.6,0.82,0.31,0.11,29,46,13373.67,13978.18,1149.61,0.5,11,High Spender
3490.58,0.73,2748.76,8788.3,2478.09,431.26,0.45,0.43,0.13,0.59,9,75,6141.27,1537.26,3844.07,0.95,7,Moderate User
1554.87,0.94,8879.74,3100.25,1348.5,684.88,0.14,0.76,0.15,0.07,14,77,7228.96,11411.29,1757.85,0.58,11,High Spender
498.32,0.09,1969.68,3863.09,344.82,5572.94,0.93,0.58,0.25,0.68,25,63,1769.28,13920.53,2037.58,0.47,8,Cash Advance User
1362.34,0.31,4396.46,3879.06,9876.96,913.64,0.75,0.26,0.23,0.35,22,59,2425.54,6113.1,4160.95,0.19,11,Moderate User
4158.93,0.46,7493.99,7341.79,6603.66,2091.94,0.28,0.92,0.28,0.06,1,87,19310.66,13943.67,1093.77,0.16,6,Moderate User
4902.35,0.5,6402.79,3411.33,7772.05,5255.59,0.95,0.7,0.23,0.29,22,41,11460.26,13562.86,4071.02,0.22,9,Cash Advance User
2469.24,0.54,4159.22,1477.97,650.02,898.13,0.94,0.88,0.43,0.4,20,34,3312.15,9603.42,593.15,0.91,10,Moderate User
48.5,0.3,6786.24,7471.07,148.37,7282.05,0.66,0.28,0.77,0.37,9,70,6916.27,13612.64,728.97,0.23,8,One-off Purchaser
700.22,0.67,5489.5,4580.16,6002.89,3819.87,0.99,0.92,0.03,0.51,21,81,13051.6,11097.47,1777.59,0.91,7,Moderate User
1610.4,0.65,2757.36,767.79,7238.31,7704.46,0.19,0.36,0.19,0.5,9,90,17309.29,9396.43,4100.3,0.76,9,Installment User
2892.93,0.58,6463.29,7900.52,3948.66,1540.09,0.73,0.01,0.71,0.36,26,61,2250.35,4688.08,3622.23,0.52,6,Moderate User
375.47,0.11,2042.47,5853.11,3877.55,245.0,0.15,0.08,0.15,0.9,28,89,9624.33,8375.5,3820.51,0.39,6,Moderate User
4716.79,0.48,6939.88,4893.69,3844.8,4722.25,0.69,0.09,0.74,0.22,16,14,2302.68,10206.73,941.1,0.2,6,Cash Advance User
1825.42,0.36,31.11,6733.43,1527.56,2629.91,0.92,0.21,0.51,0.34,16,34,9781.02,7815.77,4884.52,0.64,11,One-off Purchaser
4562.92,0.49,5487.73,5053.68,7539.14,4579.12,0.54,0.19,0.88,0.55,27,82,14718.58,7519.98,477.04,0.97,10,Cash Advance User
3902.61,0.92,4010.68,6484.2,2151.93,3789.2,0.76,0.06,0.01,0.25,7,55,15698.03,13420.64,535.88,0.89,6,Moderate User
3777.19,0.48,3031.04,8674.89,3244.1,3657.25,0.14,0.9,0.78,0.15,25,58,6214.86,14771.48,1797.49,0.29,8,Moderate User
3033.6,0.01,5157.08,6135.14,6712.6,6809.42,0.63,0.83,0.57,0.01,22,69,6078.58,10749.78,2648.96,0.98,7,Cash Advance User
3133.92,0.44,6453.12,6596.0,1.05,1534.67,0.06,0.76,0.47,0.95,11,37,19773.73,5143.63,3762.65,0.8,6,One-off Purchaser
3190.02,0.82,9653.12,6138.56,7662.57,3997.08,0.04,0.48,0.15,0.78,0,91,3214.24,13442.93,3305.49,0.68,11,High Spender
3143.61,0.78,8330.64,5311.8,8990.95,3328.03,0.63,0.43,0.23,0.89,9,3,13261.91,12340.17,4437.06,0.1,12,High Spender
2768.64,0.51,7171.5,1719.72,516.17,5390.16,0.57,0.43,0.79,0.04,1,51,14992.46,11114.6,2995.21,0.79,11,Cash Advance User
4932.07,0.25,4789.67,3356.78,5916.24,401.06,0.33,0.26,0.15,0.07,16,35,15695.39,5844.23,363.81,0.11,6,Moderate User
3661.45,0.47,3921.44,6931.09,4084.59,4235.36,0.51,0.61,0.53,0.55,1,40,13655.31,9040.73,2346.52,0.5,8,Cash Advance User
3884.73,0.56,325.3,4254.76,784.63,3828.33,0.68,0.06,0.21,0.02,12,78,8890.63,5803.03,3858.21,0.78,12,Moderate User
4362.31,1.0,3590.97,4061.29,6822.31,7788.64,0.64,0.66,0.49,0.27,6,68,3248.39,2597.26,2414.8,0.13,6,Cash Advance User
1078.2,0.64,8483.77,7592.69,6123.19,6046.57,0.07,0.51,0.25,0.97,25,8,11857.39,11653.76,637.26,0.9,12,High Spender
419.02,0.69,3840.25,55.69,6426.6,1239.83,0.68,0.82,0.35,0.36,25,87,12194.84,10495.45,3498.87,0.92,6,Installment User
2414.47,0.49,4615.85,6789.94,8134.95,4073.72,0.66,0.97,0.8,0.98,27,52,13396.51,4529.67,3645.84,0.63,8,Cash Advance User
2570.4,0.35,2718.34,4892.27,2869.19,6269.9,0.67,0.88,0.04,0.12,6,9,18622.25,7658.31,3807.49,0.72,12,Cash Advance User
4145.91,0.81,2741.33,3767.63,6770.68,4196.55,0.85,0.72,0.92,0.39,26,97,9341.44,8946.55,1722.45,0.42,7,Cash Advance User
2218.92,0.49,618.72,3405.37,7433.18,2853.61,0.58,0.43,0.32,0.01,8,37,19213.03,12086.09,3423.08,0.36,7,Moderate User
2854.27,0.99,6138.04,1728.75,1688.15,3013.24,0.94,0.21,0.6,0.59,14,73,5082.77,424.31,3685.04,0.78,7,Moderate User
2635.35,0.46,4480.69,3342.52,9570.67,2936.03,0.98,0.66,0.22,0.34,24,29,5836.91,13080.94,1934.63,0.16,8,Moderate User
191.01,0.07,6059.61,3914.18,3399.81,159.64,0.75,0.2,0.36,0.5,29,46,3398.79,5718.83,2082.66,0.57,10,Moderate User
3076.07,0.68,5468.87,4374.49,7137.08,5844.77,0.36,0.02,0.46,0.79,8,48,2427.3,7835.92,2462.82,0.5,7,Cash Advance User
4140.22,0.05,7988.45,6723.01,7540.2,4887.07,0.14,0.57,0.69,0.55,6,47,9815.12,6977.87,3053.32,0.75,6,Cash Advance User
787.5,0.25,7510.12,4535.71,5040.31,2149.42,0.82,0.39,0.87,0.67,11,80,13055.89,11834.17,1512.85,0.85,8,Moderate User
2971.66,0.35,7714.54,7962.84,1287.17,5040.19,0.15,0.88,0.87,0.47,7,65,8464.01,9930.15,815.15,0.64,7,One-off Purchaser
2968.05,0.74,4992.39,6397.38,2756.63,2469.84,0.15,0.65,0.34,0.75,6,45,11488.18,11187.75,1232.72,0.93,10,Moderate User
820.92,0.49,3538.81,1895.97,2342.47,1947.05,0.92,0.65,0.09,0.6,5,60,8626.82,14564.69,2674.42,0.43,10,Moderate User
617.32,0.03,9334.37,2771.73,5186.42,5929.22,0.56,0.79,0.93,0.87,9,88,1852.98,11679.82,3735.48,0.84,8,High Spender
4900.26,0.62,542.7,792.49,2612.69,6472.88,0.29,0.34,0.03,0.76,26,31,4309.28,11027.0,4368.58,0.19,6,Cash Advance User
1968.6,0.41,1526.21,9457.22,5467.7,5005.67,0.96,0.96,0.88,0.23,19,30,6091.66,2040.8,4484.69,0.0,8,Cash Advance User
1137.11,0.92,4195.99,8865.5,2882.07,6273.17,0.71,0.22,0.03,0.52,2,3,13062.48,5285.42,2870.41,0.63,8,Cash Advance User
856.62,0.5,6139.58,847.96,9.79,2925.6,0.53,0.87,0.98,0.87,20,5,17435.84,8914.74,4322.3,0.18,8,Moderate User
3338.01,0.71,82.0,5740.76,3632.57,574.43,0.33,0.91,0.01,0.86,29,48,4455.7,4437.66,1306.52,0.98,9,Low Usage
3047.23,0.22,7193.23,9604.02,6068.51,4839.08,0.68,0.04,0.02,0.48,29,93,5297.97,9809.17,2207.7,0.06,11,Cash Advance User
3217.76,0.76,5587.27,7471.43,7736.97,2047.81,0.73,0.63,0.51,0.31,20,96,14587.52,3940.03,1101.38,0.56,7,Moderate User
440.03,0.72,4847.03,4918.12,283.64,6219.83,0.71,0.75,0.67,0.21,19,33,19165.65,4766.62,684.4,0.87,8,Cash Advance User
4467.67,0.9,4234.95,2411.03,2583.13,2864.86,0.2,0.95,0.35,0.19,11,72,7707.04,498.62,3340.81,0.59,11,Moderate User
1946.33,0.03,5194.87,2790.37,9854.62,5365.38,0.7,0.25,0.61,0.14,2,3,7083.62,3473.03,1176.47,0.49,9,Cash Advance User
1566.85,0.45,1617.86,7362.38,2618.15,4422.93,0.58,0.56,0.85,1.0,19,87,7864.56,7674.29,2825.98,0.5,10,Cash Advance User
2311.81,0.68,1087.12,7805.75,7771.98,6539.88,0.85,0.77,0.8,0.66,17,78,4230.94,9514.92,360.67,0.16,10,Cash Advance User
1950.33,0.1,2896.37,5286.93,5093.74,6658.44,0.62,0.15,0.88,0.31,22,32,10352.38,6621.4,826.22,0.43,8,Cash Advance User
4317.89,0.41,7095.05,1209.49,1221.74,546.38,0.15,0.85,0.16,0.29,27,83,11326.18,5107.4,1532.44,0.94,11,Moderate User
4646.3,0.94,5882.88,9338.68,6434.0,2360.93,0.32,0.4,0.22,0.31,27,78,3987.94,8474.47,1976.15,0.04,7,Moderate User
1517.27,0.44,4801.23,8447.63,9663.41,6967.03,0.74,0.64,0.59,0.87,13,19,5253.49,942.55,1273.91,0.65,12,Cash Advance User
4319.68,0.99,5715.21,1405.39,8868.29,3231.92,0.74,0.04,0.72,0.51,15,78,4839.06,4097.26,3615.05,0.65,9,Installment User
3907.62,0.06,5592.58,567.28,6902.93,4118.95,0.22,0.22,0.11,0.27,7,52,12509.76,5790.2,309.53,0.93,11,Installment User
4654.04,0.72,3070.42,5358.68,5121.48,1466.75,0.35,0.48,0.18,0.8,15,51,14519.54,7198.71,2778.76,0.11,12,Moderate User
1228.75,0.58,974.56,2841.43,3193.33,4421.49,0.02,0.29,0.92,0.75,25,14,6806.73,12109.88,137.41,0.7,7,Cash Advance User
2884.8,0.5,8967.82,2832.5,3569.67,2116.92,0.33,0.96,0.03,0.47,16,69,15542.44,11301.4,4526.08,0.84,11,High Spender
1372.72,0.97,5999.11,872.22,3462.07,6633.87,0.03,0.79,0.4,0.69,0,31,18274.23,7085.99,3148.92,0.11,6,Cash Advance User
4120.47,0.13,6977.48,9533.86,9220.82,1601.96,0.87,0.86,0.21,0.74,4,56,10847.76,7382.98,3419.92,0.27,8,Moderate User
26.62,0.9,4639.97,8301.66,2113.12,2878.84,0.67,0.47,0.77,0.05,27,79,18283.96,10535.47,3505.67,0.57,9,Moderate User
2824.1,0.69,7564.81,1138.35,3780.3,760.59,0.97,0.47,0.86,0.88,22,0,12900.41,7527.81,2684.67,0.01,7,Moderate User
1696.02,0.26,5844.97,8765.99,4319.63,4703.86,0.89,0.81,0.25,0.29,4,15,4715.19,1984.27,559.29,0.1,10,Cash Advance User
1613.42,0.9,538.01,6829.56,4089.01,7535.78,0.6,0.39,0.59,0.98,22,55,5880.4,6920.55,2098.35,0.05,8,Cash Advance User
3224.53,0.43,8900.97,3254.41,41.98,1385.25,0.5,0.48,0.84,0.91,27,35,12213.96,9036.58,3745.17,0.0,7,High Spender
4257.42,0.81,3055.36,8712.51,2709.74,157.9,0.88,0.53,0.6,0.02,17,72,5277.36,8789.14,4911.18,0.58,8,Moderate User
3045.98,0.39,1378.91,5980.22,4985.69,3379.71,0.3,0.61,0.6,0.62,2,52,1070.63,1918.24,1540.96,0.52,8,Moderate User
4265.86,0.85,880.41,8486.7,7604.93,5987.32,0.22,0.65,0.41,0.97,3,80,5938.82,14556.04,3188.85,0.47,8,Cash Advance User
1322.99,0.64,7204.4,4692.68,5694.74,7800.81,0.41,0.68,0.65,0.56,20,37,1977.97,5512.33,4914.42,0.97,12,Cash Advance User
2597.51,0.14,7039.68,5006.51,3848.62,410.23,0.05,0.44,0.96,0.62,28,94,18056.27,14818.11,2871.78,0.55,9,Moderate User
2252.68,0.65,7001.62,2910.1,6651.41,6287.7,0.3,0.3,0.3,0.93,15,43,14047.34,12270.37,4023.94,0.95,6,Cash Advance User
58.22,0.19,9157.53,3876.93,6658.93,2949.39,0.08,0.92,0.2,0.57,19,55,1560.02,3610.45,2955.33,0.6,10,High Spender
2784.06,0.41,3489.43,5677.52,2479.25,1229.85,0.05,0.83,0.96,0.24,22,9,1919.45,13773.68,2167.65,0.64,10,Moderate User
3307.62,0.17,5611.33,9470.59,1037.74,1538.44,0.55,0.0,0.06,0.46,4,71,1547.32,3471.98,3381.25,0.11,11,One-off Purchaser
